title;author;format;categories;cover_url;description;slug
Schatzjägergeschichten;Thilo;Buch, Hörbuch;Kreativität & Fantasie, Detektivische Lebenswelten;https://m.media-amazon.com/images/I/51diAVNr7eL._AC_UY218_.jpg;Wertvolle Schätze gibt es überall auf der Welt. Gute Schatzjäger auch. Während John und sein Hund Schnapper den Dschungel auskundschaften, findet Henry in der Wüste auf einem alten Indianerfriedhof eine Schatzkarte. Sofort macht er sich mit seinen Freunden auf die Suche. Werden sie das Gold finden?;schatzjaegergeschichten
Zauberhafte Geschichten für Erstleser;Thilo;Buch, Hörbuch;Kreativität & Fantasie, Leseförderung & Bildung ;https://m.media-amazon.com/images/I/81xfztLMNXL._SL1500_.jpg;Prinzessin Fabiola entdeckt geheimnisvolle Spuren, die kleine Fee zaubert ein Fahrrad herbei und Marie fiebert dem großen Reitturnier entgegen. Drei zauberhafte Geschichten in einem Band!;zauberhaftegeschichtenfuererstleser
Mumin und das Lieblingsdings;Janice Thomson;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie ;https://m.media-amazon.com/images/I/61rkQpv8e-L._AC_UY218_.jpg;Im Abenteuer vom Lieblingsdings kann Mumin es kaum erwarten, dass sein bester Freund Schnupferich von seiner Reise zurückkommt. Mumin darf ein Fernrohr ausleihen, um Ausschau zu halten, und verspricht, besonders gut darauf achtzugeben. Bis das Fernrohr doch verschwindet ...;muminunddaslieblingsdings
Monsterstarke Geschichten;Jochen Till;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/51UuAzMIgNL._SY445_SX342_ControlCacheEqualizer_.jpg;Freddie ist der jüngste Sprössling einer Familie von Ungeheuern. Er ist aus der Art geschlagen, weil er auf den ersten Blick aussieht wie ein ganz normaler Menschenjunge. Das hat aber auch Vorteile: Unter Menschen fällt er (fast) nicht auf!;monsterstarkegeschichten
Roverandom;John R. Tolkien;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie ;https://m.media-amazon.com/images/I/515W9UWcouL._AC_UY218_.jpg;So beginnt für Roverandom ein unglaubliches Abenteuer. Die Suche nach dem Zauberer, der ihm seine alte Hundegestalt wiedergeben soll, führt Roverandom auf den Mond und tief hinunter ins Meer. Er trifft den Mann im Mond und tobt mit dessen geflügeltem Hund um den Mondturm, lauert den Mondstrahlen auf und weckt den fürchterlichen, grünes Feuer speienden Weißen Drachen. Zurück auf der Erde bringt ihn der weise Wal zum Schloß des Meerkönigs tief auf dem Boden des Ozeans. Die Geschichte vom kleinen Hund Roverandom gehört zum schönsten, was Tolkien je geschrieben hat. Er selbst sah sie als Folgeband zum »Hobbit«. Ein Anhang gibt Auskunft über die Entstehung der Geschichte und der Bilder, die Tolkien zur Illustrierung gemalt hat.;roverandom
Das goldene Schlüsselchen oder Die Abenteuer des Burattino;Alexej N. Tolstoi;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/61kWJelOMWL._AC_UY218_.jpg;Wenn der kleine Burattino dem bösen Karabas Barabas entkommt oder wegen seiner Dummheit Papa Carlo in eine neue Verlegenheit bringt, dann fiebern alle kleinen und großen Leser mit ihm. Am Ende entkommt Burattino natürlich stets allen Gefahren und so bleibt auch sein Autor Alexej Tolstoi unsterblich.;dasgoldeneschluesselchenoderdieabenteuerdesburattino
Mary Poppins;Pamela L. Travers;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/51q1NZgWibL._SY445_SX342_ControlCacheEqualizer_.jpg;Hat etwa der Wind sie hergeweht, oder wie sonst soll sie so plötzlich vor der Haustür aufgetaucht sein? Jane und Michael wissen ganz genau, da geht irgendetwas nicht mit rechten Dingen zu, als das neue Kindermädchen Mary Poppins bei ihnen anklopft. Eitel ist sie und sehr energisch, aber dafür hat sie viel beachtlichere Vorzüge: Sie kann das Treppengeländer hinauf rutschen, mit Tieren sprechen, in Bildern verschwinden und noch vieles mehr. Im Kirschbaumweg 17 bricht eine Zeit unglaublicher Abenteuer an.;marypoppins
Die Eiskönigin;Disney;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie ;https://images2.medimops.eu/product/1f8e41/M03551280053-220px.webp;Königin Elsa besitzt Zauberkräfte: Sie kann über Eis und Schnee herrschen. Deshalb ist ihre Heimat Arendelle in ewigem Winter gefangen. Die Einzige, die den Fluch bannen kann, ist Elsas Schwester Anna. Doch dazu muss sie Elsa finden, die sich in den Bergen in einem Eispalast versteckt hat. Gemeinsam mit dem Abenteurer Krystoff und dem Rentier Sven begibt sich Anna auf eine gefährliche Reise durch Schnee und Eis.;dieeiskoenigin
Die Erfinderbrüder und der Superduperkleber;Johanna von Vogel;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/91dpGPlGb0S._AC_UY218_.jpg;Kasimir und Kurt sind Erfinderbrüder – ganz zur Freude ihrer Eltern! Die beiden haben nichts als Flausen im Kopf und erfinden still und heimlich höchst nützliche und lebensnotwendige Dinge wie die Matschkugelkanone oder die Wasserlose Badewanne. Mit ihrer neusten Erfindung, dem Superduperkleber – bestehend aus Schneckenschleim, geschmolzenem Käse, Kaugummi und anderen Köstlichkeiten – fangen sie sogar ganz zufällig einen Dieb. Da staunt nicht nur Kommissar Kassler!;dieerfinderbruederunddersuperduperkleber
Käfer-Chaos;Andreas Völlinger;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/71jc4O0AGZL._AC_UY218_.jpg;Abenteuer im Garten-Dschungel Leo und seine Erfindertante Agnetha sind auf Käfergröße geschrumpft. Nur der Schrumpfstrahler kann die beiden wieder wachsen lassen, aber den hat die Nachbarkatze verschleppt. Eine aufregende Expedition durch Tante Agnethas Garten beginnt. Libellen erscheinen plötzlich wie Segelflugzeuge, Hummeln wie fliegende Bären und Käfer so groß wie Schäferhunde – Hilfe!;kaeferchaos
Die kleine Hexe Nudelzopf;Frederike Wagner;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/61ojAO573ML._AC_UY218_.jpg;Ein verrückter Tag für Hexe Nudelzopf erzählt von Nudelzopfs Wunsch sich zu verändern. Was sie an diesem Tag auch noch versucht, alles geht schief – dabei möchte sie doch nur so sein, dass alle sie gernhaben. Aber sind es nicht gerade ihre kleinen Schwächen und ihre Unvollkommenheit, die sie so liebenswert machen?;diekleinehexenudelzopf
Mantari und der Wunderspiegel;Victoria Walker;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/61W9hrQ8j8L._AC_UY218_.jpg;Der dreizehnjährige Sebastian findet in einem Trödelladen in London einen mysteriösen Spiegel, durch den er mit einem Mädchen namens Melissa reden kann. Sie wird seit hundert Jahren von einem bösen Zauberer gefangen gehalten und hat außer der Katze Mantari keine Gesellschaft. Doch mit Hilfe von fünf magischen silbernen Gegenständen kann sie aus ihrer Gefangenschaft befreit werden. Natürlich ist Sebastian sofort bereit, Melissa zu helfen.;mantariundderwunderspiegel
Das große Buch vom Vamperl;Renate Welsh;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/A1ihKoMHsLL._AC_UY218_.jpg;Wie der kleine Vampir aufwächst, wie ihn Frau Lizzi schweren Herzens in einen Ballon setzt, damit er seinesgleichen findet, und wie sich Frau Lizzi schließlich selbst auf große Reise begibt, um Vamperl und seine Vamperlina wiederzusehen – diese geliebten Geschichten vom Vamperl erscheinen hier erstmals in einem Sammelband.;dasgrossebuchvomvamperl
Das Zauberhaus;Henriette Wich;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/81cHulXy2PL._AC_UY218_.jpg;Noah und Juli ziehen in ein geheimnisvolles altes Haus. Die ganze Familie ist begeistert - auch wenn die vorherigen Bewohner sagen, dass es ein Spukhaus ist. Und tatsächlich passieren schon bald seltsame Dinge: Vom Dachboden kommen Geräusche und die Zimmer verändern ihre Größe. Noah und Juli gehen der Sache auf den Grund und kommen dabei einem uralten Geheimnis auf die Spur ...;daszauberhaus
Die Monsterfänger in der Gruselvilla;Heike Wiechmann;Buch, Hörbuch;Kreativität & Fantasie, Detektivische Lebenswelten;https://m.media-amazon.com/images/I/51lbFGNpkvL._AC_UY218_.jpg;Wie vertreibt man ein Monster, das alles um sich herum einschlafen lässt? Ein riesiges Schlafmonster hat den Musiklehrer in seinen Fängen! Und das ausgerechnet in der alten Villa neben der Schule. Das Gebäude soll jeden Moment abgerissen werden! Jetzt müssen die vier Monsterfänger schnell handeln. Ein Wettlauf gegen die Zeit beginnt. Dieses Kinderbuch aus der 4. Lesestufe Lesepiraten für Kinder ab 7 Jahren (1./2. Klasse) sorgt mit einfachen, kurzen Sätzen in Sinnzeilen und mit seiner großen Fibelschrift für schnellen Erfolg beim Lesenlernen. Die vielen bunten Bilder tragen zusätzlich zum Textverständnis bei.;diemonsterfaengerindergruselvilla
Der gute Räuber Willibald;Rudolf O. Wiemer;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie ;https://m.media-amazon.com/images/I/51+joiVfjtL._AC_UY218_.jpg;Zehn Nächte lang steigt der Räuber Willibald aus Mannys Buch heraus und will Böses tun, aber es kommt anders. ;derguteraeuberwillibald
Die lustigen Abenteuer des Rösslein Hü;Ursula M. Williams;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/41GcZA2OouL._AC_UY218_.jpg;Onkel Peter ist Spielzeugschnitzer – und eines Tages gelingt ihm ein ganz besonders schönes Rösslein. Er freut sich, denn bestimmt wird er für sein Rösslein Hü einen Käufer finden. Doch Rösslein Hü möchte viel lieber bei Onkel Peter bleiben. Aber die Geschäfte mit dem Spielzeug laufen immer schlechter, und als Onkel Peter auch noch krank wird, rollt Hü los, um seinem Freund zu helfen. Hü reist übers Meer, strandet auf einer Schatzinsel, arbeitet in einem Zirkus und erlebt viele Abenteuer, bis es endlich glücklich wieder nach Hause kommt.;dielustigenabenteuerdesroessleinhue
Gute Zeiten für Gespenster;Walter Wippersberg;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/5172zeWCeEL._AC_UY218_.jpg;"Der Papa ein respektabler Klopfgeist. Die Mama aus uralter Vampirfamilie stammend. Die Oma ein wenig wunderlich. Der Opa mit seinen mehr als achthundert Jahren schon reichlich vergesslich, sodass er seinen Kopf, den er gewöhnlich unterm Arm trägt, immer wieder irgendwo liegen lässt. Das Gespenstermädchen Lilly züchtet Giftspinnen und kann wunderbar durchdringend kreischen. Der kleine Max schließlich war lange Zeit das Sorgenkind der Familie, hatte er sich doch vor den Menschen, die er eigentlich erschrecken sollte, ent-setzlich gefürchtet. Freilich haben es die Gespenster mit den Menschen überhaupt nicht mehr so leicht. Vor allem Möglichen fürchten sich die Menschen, sie machen sich selber und gegenseitig Angst genug, aber Gespenster nehmen sie anscheinend nicht mehr ernst. Es scheint, als müsse man sich damit abfinden, dass die große Zeit der Gespenster endgültig vorbei sei. Da gelingt es – eher zufällig – ausgerechnet dem kleinen Max, einen Menschen – noch dazu einen ganz wichtigen Politiker - so sehr in Angst und Schrecken zu versetzen, dass alle wieder Hoffnung fassen. ""Gute Zeiten für Gespenster"" brechen wieder an. Wenigstens scheint es so. Ebenso wie ""Schlechte Zeiten für Gespenster"" ist auch die Neuausgabe dieses Buches mit einem weichen und biegsamen Softcover ausgestattet: Denn Gespensterbücher liest man ja bekanntlich unter der Bettdecke, und da soll dich nichts Hartes in die Rippen stechen, wenn du über dem Buch einschläfst.";gutezeitenfuergespenster
Das Kunstflughuhn und andere unmögliche Geschichten;Ema Wolf;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/A1xd5A4z0xL._AC_UY218_.jpg;Hier geht es um ein Huhn, das in rasantem Flug ein Spiegelei in die Bratpfanne fallen läßt, ohne auch nur ein Tröpfchen Öl zu verspritzen, um den vorwitzigen Schatten eines Hasen, um eine verliebte Miesmuschel und manch andere Merkwürdigkeiten. Lauter spielerischer Nonsense.;daskunstflughuhnundandereunmoeglichegeschichten
Pinella Propella;Katrin Zipse;Buch, Hörbuch;Kreativität & Fantasie, Freundschaft & Familie;https://m.media-amazon.com/images/I/51cRq4LO+RL._SY445_SX342_ControlCacheEqualizer_.jpg;Was tun, wenn man unbedingt endlich in die Schule will, aber so tief im Urwald lebt, dass weit und breit nichts Schulähnliches zu finden ist? Dann zieht man eben dorthin, wo es eine Schule gibt, denkt sich Pinella. Ist doch ganz einfach. Aber es gibt da ein Problem: Manchmal hebt Pinella einfach ab und fliegt los. Im Urwald fällt das nicht so auf, aber in der Schule schon. Wenn man allerdings einen besten Freund hat, der von älteren Jungs geärgert wird, kann das mit dem Fliegen manchmal auch richtig praktisch sein …;pinellapropella
A Story About Afiya;James Berry, Anna Cunha;Buch;Vielfalt & Diversität, Kreativität & Fantasie;https://m.media-amazon.com/images/I/91o9Cc87tKL._SY342_.jpg;"Every day, Afiya wakes to a brand new day and a clean white dress, ready for her adventures to begin… Some people have dresses for every occasion but Afiya needs only one. Her dress records the memories of her childhood, from roses in bloom to pigeons in flight, from tigers at the zoo to October leaves falling. A joyful celebration of a young girl’s childhood, written by the late Coretta Scott King Book Award-winning Jamaican poet James Berry.";astoryaboutafiya
Alle spielen mit!;Jessica Slice, Caroline Cupp;Buch;Freundschaft & Familie, Gemeinschaft, Inklusion & Behinderung, Vielfalt & Diversität;https://m.media-amazon.com/images/I/718MMIfGzFL._AC_UY218_.jpg;„Alle spielen mit!“ erzählt von Kindern und Erwachsenen, die trotz körperlicher Unterschiede zusammen lachen, entdecken und träumen. Denn mit ein bisschen Fantasie und Kreativität wird jedes Spiel zu einem Ort, an dem alle willkommen sind. Dieses warmherzige Buch zeigt, wie die Freude am Spielen Barrieren überwindet und Gemeinschaft schafft – egal, ob man sitzt, läuft, rollt oder springt.;allespielenmit
Berufe sind für alle da!;Susann Hoffmann;Buch;Gleichberechtigung & Rollenbilder, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61oRYP5vPEL._AC_UY218_.jpg;Jungs werden Feuerwehrmänner und Mädchen stehen auf Tanzen und Mode? Auch im neuen Band “Berufe sind für alle da” räumt Autorin und Illustratorin Susann Hoffmann mit stereotypen Rollenbildern auf. Wenn wir unseren Kindern Vielfalt jenseits gängiger Geschlechterrollen nahelegen möchten, dann ist Sichtbarkeit der Schlüssel zum bunten Weltbild der Kleinsten. Das neue Pappbilderbuch aus unserer beliebten Reihe erzählt und zeigt in einfacher Sprache und inklusiven Bildern: Es gibt viele spannende Berufe, von denen jedes Kind träumen kann.;berufesindfueralleda
Cece Loves Science;Kimberly Derting, Shelli R. Johannes;Buch;Leseförderung & Bildung, Kreativität & Fantasie, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/81Morgj3iRL._AC_UY218_.jpg;Cece’s parents say she was born curious. She asks: Why? How? What if? When her teacher, Ms. Curie, assigns a science project, Cece knows just what to ask—do dogs eat vegetables? She teams up with her best friend, Isaac, and her dog, Einstein, to discover the answer. They investigate, research, collect data, and analyze, using Einstein as their case study. Their final conclusion is surprising, and a lot of fun!;cecelovesscience
Das Buch vom Feminismus;Jamia Wilson, Aurélia Durand;Buch;Gleichberechtigung & Rollenbilder, Vielfalt & Diversität, Gerechtigkeit & Konfliktlösung;https://m.media-amazon.com/images/I/61miLhshYFL._AC_UY218_.jpg;In diesem Handbuch für Kinder und junge Erwachsene ab 10 Jahren kartografiert die Erfolgsautorin Jamia Wilson die Punkte, an denen sich Gender, Ethnie, Klasse, Fähigkeiten, Sexualität und Kultur treffen. Sie erzählt ihre eigene Geschichte, nennt die relevanten Statistiken und Zitate und lädt ihre Leser*innen dazu ein, ihre eigene Antwort auf die Frage zu finden: „Was bedeutet heute eigentlich Feminismus?“;dasbuchvomfeminismus
Das Buch von Antirassismus;Tiffany Jewell;Buch;Diskriminierung, Vielfalt & Diversität, Gerechtigkeit & Konfliktlösung;https://m.media-amazon.com/images/I/41Lvn9BKuJL._SX342_SY445_ControlCacheEqualizer_.jpg;Was ist Rassismus? Woher kommt er? Warum existiert er? Und die wichtigste Frage von allen: Was kann ich dagegen tun? In diesem außergewöhnlichen Ratgeber führt die Autorin Tiffany Jewell in 20 Kapiteln und vielen Übungen durch Geschichte und Gegenwart des Rassismus. Dabei zeigt die Montessori-Erzieherin Kindern und Jugendlichen, wie sie im Alltag für eine Gesellschaft frei von Fremdenfeindlichkeit und Ausgrenzung, Vorurteilen und Hass kämpfen können – und warum sich ihr Engagement lohnt!;dasbuchvonantirassismus
Die Anleitung zur Selbstliebe;Jessica Sanders;Buch;Selbstbewusstsein & Selbstliebe, Konsens & Autonomie;https://m.media-amazon.com/images/I/51MilS07sIL._AC_UY218_.jpg;Was, wenn jedes Mädchen ihren Körper lieben würde, so wie er ist? Denn Körper gibt es mit ganz verschiedenen Formen und Fähigkeiten. Alle diese Körper sind gute Körper. Sogar, wenn sie sich während der Pubertät verändern.;dieanleitungzurselbstliebe
Donnerstag;Ann Bonwill;Buch;Psychische Gesundheit, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/61xCzXf1tHL._AC_UY218_.jpg;Die schlechte Nachricht kam an einem Donnerstag: Ihre Eltern würden sich scheiden lassen. Und so wurde aus dem Lieblingstag eines jungen Mädchens der schlimmste Wochentag überhaupt. Denn alles lief auf einmal anders. Zum Glück steht dem Mädchen in dieser schweren Zeit ein guter Freund zur Seite. Gemeinsam mit ihrem kuscheligen Einhorn findet das Kind Wege, die Trennung zu verarbeiten. Bis irgendwann Donnerstag wieder ein ganz normaler Tag in der Woche sein kann.;donnerstag
Ein Junge wie du;Frank Murphy, Kayla Harren;Buch;Selbstbewusstsein & Selbstliebe, Gleichberechtigung & Rollenbilder;https://m.media-amazon.com/images/I/61QXqX8LdIL._AC_UY218_.jpg;"Es gibt Milliarden Menschen auf der Welt. Aber Dich gibt es nur einmal! Und die Welt braucht einen Jungen wie dich. Einen, der nett und hilfsbereit ist. Der schlau und stark ist. Vielleicht bedeutet „stark“ für dich, dafür zu sorgen, dass es beim Sport fair zu geht. Vielleicht bedeutet „schlau“ für dich, beim Basketball den richtigen Pass zu spielen. Egal, was es ist, sei einfach du selbst! Jungs wachsen häufig mit dem Glauben auf, sie müssten vor allem tapfer sein. Frank Murphy räumt in seinem wundervollen Diversity-Kinderbuch mit den gängigen Rollenklischees auf. Er ermutigt Jungs dazu, ganz sie selbst zu sein: kreativ und sensibel, aufmerksam und tatkräftig, neugierig und optimistisch. Doch vor allem zeigt er, dass Kindern die Welt offen steht!";einjungewiedu
Ein Planet wie unserer;Frank Murphy, Charnaie Gordon;Buch;Gerechtigkeit & Konfliktlösung, Leseförderung & Bildung;https://m.media-amazon.com/images/I/610TdteuhrL._AC_UY218_.jpg;Von Regenwürmern über Elefanten und Hummeln bis hin zu Bisons: Unser Planet ist die Heimat von etwa 10 Millionen verschiedenen Arten. Und wir sind alle miteinander verbunden. Ohne frisches Wasser und saubere Luft gibt es keine Pflanzen, keine Tiere und keine Menschen. Lasst uns Natur und Umwelt schützen, indem wir auf einander achten!;einplanetwieunserer
Eine Stimme wie deine;Frank Murphy, April Groman;Buch;Selbstbewusstsein & Selbstliebe, Gerechtigkeit & Konfliktlösung;https://m.media-amazon.com/images/I/61vC+ST51BL._AC_UY218_.jpg;Weil jede Stimme zählt Als Kind das Gefühl zu haben, nicht gehört zu werden, kann ganz schön wehtun. Deshalb ist es umso wichtiger, Kindern von Anfang an bewusst zu machen, dass sie eine einzigartige Stimme haben, mit der sie etwas bewirken können. Genau diese Einzigartigkeit und Kraft jeder Stimme wird in „Eine Stimme wie deine” gefeiert. Es lädt alle Kinder dazu ein, ihre Stimmen auf vielfältige Weise zu nutzen – um sich auszudrücken, Veränderungen zu bewirken, zu inspirieren und andere zu unterstützen.  Die lebhaften und diversen Illustrationen von Kayla Harren machen dieses Buch zu einem leuchtenden Beispiel dafür, wie wichtig es ist, die eigene Stimme zu finden und zu teilen. Es ist eine Hommage an die Kraft der Kommunikation und Individualität, die zeigt, wie jede*r von uns die Welt bereichern kann.  Ein Buch, das relevanter nicht sein könnte und perfekt in die heutige Zeit passt.;einestimmewiedeine
Es ist doch nur Haut!;Dr. Nina Joblonski, Dr. Holly Y. McGee;Buch;Diskriminierung, Vielfalt & Diversität, Leseförderung & Bildung;https://m.media-amazon.com/images/I/61UwgcDDEKL._AC_UY218_.jpg;"Lernt Epi Dermis kennen, den schrulligen und cleveren Begleiter, der euch auf eine aufregenden Entdeckungsreise durch die faszinierende Welt der Haut und die Entstehung der Hautfarbe mitnimmt! In diesem liebevoll illustrierten Buch erfährst du, warum Haut so viele Farben hat und wie sie uns schützt, reguliert und verbindet. Epi Dermis erklärt auf einfache und unterhaltsame Weise, dass Hautfarbe einfach Hautfarbe ist – sie hat nichts mit dem zu tun, was wir können oder wer wir sind. Man erfährt, wie unsere Haut entsteht, warum sie verschiedene Farben hat und warum sie keine Rolle für unsere Intelligenz oder unseren Wert spielt. Hautfarbe ist ein Produkt der Evolution – kein Maßstab für Wert oder Fähigkeit. In einer Welt, in der Vorurteile und Diskriminierung leider immer noch bestehen, hilft dieses Buch Kindern, die Vielfalt der Menschen zu verstehen und zu schätzen. Es fördert Empathie, respektvollen Umgang und zeigt, wie wir in einer gerechteren Welt leben können.";esistdochnurhaut
Eyes that Kiss in the Corners;Joanna Ho;Buch;Vielfalt & Diversität, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/81pvm0etGIS._AC_UY218_.jpg;A young Asian girl notices that her eyes look different from her peers'. They have big, round eyes and long lashes. She realizes that her eyes are like her mother’s, her grandmother's, and her little sister's. They have eyes that kiss in the corners and glow like warm tea, crinkle into crescent moons, and are filled with stories of the past and hope for the future.;eyesthatkissinthecorners
Florian;JR und Vanessa Ford;Buch;Psychische Gesundheit, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61HodizizjL._AC_UY218_.jpg;Florian ist trans. Seit er denken kann, weiß er, dass er im Herzen und im Kopf ein Junge ist. Als er endlich den Mut findet, seinen Eltern und Großeltern von seinen Gefühlen und seinem neuen Namen zu erzählen, reagieren sie voller Verständnis. Auf einmal ändert sich alles und Florians Selbstbewusstsein blüht auf: Er kann sich wie ein Junge kleiden und einfach er selbst sein. Ob die Kinder und Lehrer in der Schule auch so tolerant verhalten und ihn willkommen heißen?;florian
Freedom Braids;Monique Duncan, Oboh Moses;Buch;Vielfalt & Diversität, Diskriminierung;https://m.media-amazon.com/images/I/513IW+oamnL._AC_UY218_.jpg;"Nemy lebt auf einer großen Plantage und muss jeden Tag säen, Unkraut zupfen und Blätter sammeln. Das versklavten Mädchens ist traurig und vermisst seine Familie. Doch eines Abends geschieht etwas Wundersames: eine Frau namens Big Mother führt sie zu einer geheimen Hütte. Dort sitzen Frauen beisammen und flechten sich Zöpfe – aber nicht irgendwelche Zöpfe! In jedem Haarmuster steckt eine geheime Botschaft. Eine Nachricht, die sagt: Wir wollen fliehen. Und eine Karte, die zeigt: Hier geht’s zur Freiheit. Werden die geflochtenen Wege Nemy in ein neues Zuhause führen, in dem sie frei sein kann?";freedombraids
Gefühle sind für alle da;Susann Hoffmann;Buch;Emotionale Intelligenz & Empathie, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61kfBfjPcuL._AC_UY218_.jpg;Jungs sind mutig und Mädchen immer lieb? Wir glauben – Nö! In ihrem neuen Band “Gefühle sind für alle da” zeigt Autorin und Illustratorin Susann Hoffmann die ganze Bandbreite der Emotionen, ohne dabei stereotype Rollenbilder zu bedienen. So verstehen schon die Jüngsten, dass alle Gefühle wichtig sind und Raum einnehmen dürfen. Das neue Pappbilderbuch aus unserer beliebten Reihe ist gewohnt inklusiv und geschlechtergerecht gestaltet, sodass es die Vielfalt von Kindern und ihren Gefühlen anschaulich abbildet.;gefuehlesindfueralleda
Glücklich mit mir;Marisa J. Taylor;Buch;Mehrsprachigkeit & Migration, Selbstbewusstsein & Selbstliebe, Emotionale Intelligenz & Empathie;https://m.media-amazon.com/images/I/61qr6DawLbL._AC_UY218_.jpg;"Glücklich mit mir/ Kendimle Mutluyum ist ein deutsch türkisches Kinderbuch, das Kindern auf der ganzen Welt hilft, Selbstliebe zu lernen und zu schätzen. Die zweisprachige Ausgabe ist in 20 verschiedenen Sprachen erhältlich. Die Idee hinter diesem Kinderbuch ist, Kindern die Unterstützung und das Selbstvertrauen zu geben, mit sich selbst und in ihrer eigenen Haut glücklich zu sein. Egal wo auf der Welt man herkommt...Das Kinderbuch enthält eine Vielzahl von Charakteren mit der Botschaft, dass wir uns alle lieben und uns gegenseitig unterstützen sollten, um das schöne zu sein, das in uns steckt.";gluecklichmitmir
Hair Love ;Matthew A. Cherry;Buch;Vielfalt & Diversität, Körperbild, Selbstbewusstsein & Selbstliebe;https://m.media-amazon.com/images/I/91UuP7YwT4L._SY342_.jpg;Sie haben einen eigenen Willen, sind mal kringelig, mal krauselig - aber immer wunderschön: Zuri liebt ihre Haare, denn die haben echte Superkräfte. Eines Morgens wacht sie auf und weiß, dass heute ein besonderer Tag ist. Da muss ihre Frisur perfekt sitzen. Doch das Frisieren will nicht so recht klappen und auch ihr Papa ist zunächst ratlos. Ob es ihr fürsorglicher Vater schaffen wird, Zuri für diesen wichtigen Tag vorzubereiten und ihre Afro-Haare zu flechten?;hairlove
Happy Within;Marisa J. Taylor;Buch;Mehrsprachigkeit & Migration, Selbstbewusstsein & Selbstliebe, Vielfalt & Diversität;https://m.media-amazon.com/images/I/61kFCTzNVvL._SY342_.jpg;"Die Idee hinter dem Buch ist, Kindern die Unterstützung und das Selbstvertrauen zu geben, mit sich selbst und in ihrer eigenen Haut glücklich zu sein. Egal wo auf der Welt man herkommt...Das Buch enthält eine Vielzahl von Charakteren mit der Botschaft, dass wir uns alle lieben und uns gegenseitig unterstützen sollten, um das schöne zu sein, das in uns steckt. Es ist ein positives vielfältiges Kinderbuch, das Kindern hilft, Selbstliebe zu lernen und zu schätzen, denn jedes Kind ist auf seine besondere Art und Weise einzigartig. Nur mit Selbstliebe ist man wirklich glücklich.";happywithin
Hey Grandude!;Paul McCartney;Buch;Freundschaft & Familie, Kreativität & Fantasie;https://m.media-amazon.com/images/I/91g2wKMBsRL._AC_UY218_.jpg;Grandude is a one-of-a-kind adventurer - a Mary Poppins for the modern day! With his magic compass he whisks his four grandkids off on whirlwind adventures, taking them all around the globe . . . Join them as they ride flying fish, dodge stampedes, and escape avalanches!;heygrandude
Hope Wins: A Collection of Inspiring Stories for Young Readers;;Buch;Selbstbewusstsein & Selbstliebe, Gerechtigkeit & Konfliktlösung;https://m.media-amazon.com/images/I/81IcYVPaGwL._AC_UY218_.jpg;From a family restaurant to a hot-dog shaped car, from an empty road on a moonlight night to a classroom holiday celebration, this anthology of personal stories from award-winning and bestselling authors, shows that hope can live everywhere, even—or especially—during the darkest of times.;hopewinsacollectionofinspiringstoriesforyoungreaders
I am Brown;Ashok Banker;Buch;Vielfalt & Diversität, Selbstbewusstsein & Selbstliebe, Mehrsprachigkeit & Migration;https://m.media-amazon.com/images/I/81rPPIJklYL._AC_UY218_.jpg;"I am brown. I am beautiful. I am perfect. I designed this computer. I ran this race. I won this prize. I wrote this book. A joyful celebration of the skin you're in - of being brown, of being amazing, of being you!";iambrown
